Screener Defender,Season,Picks,Picks Per 100 Possessions,Possessions,Points Per Chance,Possessions (Total),SSI Player ID
Greg Stiemsma,2013-14,659,35.053,532,0.823,1880,ff425563-89ef-11e6-8324-a45e60e298d3
Dirk Nowitzki,2016-17,659,24.335,556,0.924,2708,ff411411-89ef-11e6-8f83-a45e60e298d3
Kristaps Porzingis,2021-22,658,22.381,569,0.986,2940,ff419e8c-89ef-11e6-826f-a45e60e298d3
Kevin Love,2016-17,658,13.382,570,0.863,4917,ff42aecf-89ef-11e6-8cb8-a45e60e298d3
Gorgui Dieng,2017-18,657,23.290,549,1.007,2821,ff42d4e6-89ef-11e6-b14e-a45e60e298d3
Evan Mobley,2021-22,656,13.747,555,1.030,4772,c5188d06-f3c3-46b5-a539-1fc037f82b08
Dewayne Dedmon,2017-18,656,21.672,557,0.952,3027,ff41de23-89ef-11e6-a0fc-a45e60e298d3
Anthony Davis,2019-20,656,10.902,576,0.853,6017,ff41df59-89ef-11e6-810a-a45e60e298d3
Tyler Hansbrough,2014-15,655,31.220,541,0.846,2098,ff42870a-89ef-11e6-ae3c-a45e60e298d3
Blake Griffin,2014-15,654,11.404,556,0.995,5735,ff41ff8a-89ef-11e6-95d3-a45e60e298d3
Robert Williams III,2021-22,654,14.949,566,0.857,4375,79b83f96-5723-4219-b521-57de6111ee97
Dirk Nowitzki,2014-15,653,13.599,566,0.925,4802,ff411411-89ef-11e6-8f83-a45e60e298d3
Onyeka Okongwu,2021-22,653,28.428,567,0.967,2297,33d4de56-c864-4043-857f-8cd9a2074698
JaVale McGee,2017-18,652,41.529,547,0.915,1570,ff41d4eb-89ef-11e6-8055-a45e60e298d3
Chris Bosh,2014-15,650,22.445,555,0.892,2896,ff41dff8-89ef-11e6-a60d-a45e60e298d3
Miles Plumlee,2017-18,650,36.091,551,0.904,1801,ff410780-89ef-11e6-8115-a45e60e298d3
Meyers Leonard,2018-19,649,30.613,553,1.007,2120,ff416f5c-89ef-11e6-9530-a45e60e298d3
Serge Ibaka,2015-16,649,10.422,528,0.798,6227,ff41e09c-89ef-11e6-a26f-a45e60e298d3
Andrea Bargnani,2013-14,648,28.597,534,0.955,2266,ff41cd9e-89ef-11e6-bd78-a45e60e298d3
Nerlens Noel,2016-17,648,31.049,560,0.944,2087,ff41260a-89ef-11e6-a369-a45e60e298d3
Kelly Olynyk,2020-21,647,15.692,564,1.068,4123,ff426326-89ef-11e6-a607-a45e60e298d3
Willie Cauley-Stein,2020-21,646,33.111,552,0.982,1951,ff402fd4-89ef-11e6-b6dd-a45e60e298d3
JaVale McGee,2016-17,646,34.380,566,0.916,1879,ff41d4eb-89ef-11e6-8055-a45e60e298d3
Patrick Patterson,2017-18,645,25.810,534,0.972,2499,ff4174a1-89ef-11e6-a875-a45e60e298d3
Robert Williams III,2020-21,644,30.507,533,0.991,2111,79b83f96-5723-4219-b521-57de6111ee97
Jason Smith,2014-15,640,19.099,531,0.968,3351,ff42bb1c-89ef-11e6-91a1-a45e60e298d3
Tyler Zeller,2013-14,640,32.064,550,0.881,1996,ff4287f3-89ef-11e6-ad05-a45e60e298d3
Maxi Kleber,2021-22,639,17.238,544,0.942,3707,d6b3074b-83cc-4284-a649-8c9459d88626
Joakim Noah,2016-17,636,31.579,548,0.955,2014,ff42bcf5-89ef-11e6-afa7-a45e60e298d3
Amar'e Stoudemire,2015-16,636,38.875,540,0.920,1636,ff4145b8-89ef-11e6-88ee-a45e60e298d3
Draymond Green,2016-17,636,9.980,549,0.887,6373,ff41a38c-89ef-11e6-b14d-a45e60e298d3
Jahlil Okafor,2018-19,633,32.116,546,1.004,1971,ff427168-89ef-11e6-9b14-a45e60e298d3
Marreese Speights,2015-16,633,30.698,537,0.910,2062,ff42334c-89ef-11e6-86f9-a45e60e298d3
Draymond Green,2018-19,632,10.345,538,0.871,6109,ff41a38c-89ef-11e6-b14d-a45e60e298d3
Alexis Ajinca,2013-14,629,35.517,514,0.960,1771,ff424ec0-89ef-11e6-8c87-a45e60e298d3
Cole Aldrich,2014-15,627,34.507,541,0.955,1817,ff424c42-89ef-11e6-abc4-a45e60e298d3
Cole Aldrich,2015-16,624,36.406,516,0.838,1714,ff424c42-89ef-11e6-abc4-a45e60e298d3
Al Horford,2013-14,624,34.323,502,0.900,1818,ff427c2e-89ef-11e6-8d2a-a45e60e298d3
Markieff Morris,2013-14,623,14.904,486,0.873,4180,ff41cb11-89ef-11e6-8285-a45e60e298d3
Taj Gibson,2021-22,622,33.549,519,0.853,1854,ff42877a-89ef-11e6-a6cd-a45e60e298d3
Robert Sacre,2013-14,621,28.074,509,0.767,2212,ff42242e-89ef-11e6-b859-a45e60e298d3
Paul Millsap,2014-15,620,10.781,515,0.798,5751,ff415538-89ef-11e6-9b07-a45e60e298d3
Isaiah Roby,2021-22,616,31.349,544,0.945,1965,19602b62-cfbe-4d35-81f5-bc244327960e
Mitchell Robinson,2020-21,616,36.710,520,0.925,1678,1df5e769-640e-4589-b879-cd4e2885eaf1
